League,LeagueId,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HasOT,Home_OT,Away_OT
EuroBasket U16 B,341.0,2026-08-08,4754,4755,Great Britain U16,Hungary U16,71,66,False,0,0
EuroBasket U16 B,341.0,2026-08-08,4757,4762,Ireland U16,Slovakia U16,96,67,False,0,0
EuroBasket U16 B,341.0,2026-08-08,4765,4759,Luxembourg U16,Norway U16,54,88,False,0,0
EuroBasket U16 B,341.0,2026-08-08,4651,4760,Netherlands U16,Portugal U16,66,48,False,0,0
EuroBasket U16 B,341.0,2026-08-08,4763,4756,Switzerland U16,Iceland U16,52,96,False,0,0
Governors Cup,152.0,2026-08-08,79,2775,Macau Black Bears,San Miguel Beermen,79,131,False,0,0
Governors Cup,152.0,2026-08-08,2776,7853,TNT Tropang 5G,Titan Ultra Giant Risers,114,80,False,0,0
LNB,114.0,2026-08-08,1378,1377,CD Puerto Varas,Ancud,82,86,False,0,0
LNB,114.0,2026-08-08,1382,1379,Leones Quilpue,Catolica,87,74,False,0,0
LNB 2,,2026-08-08,3585,7377,Sportiva Italiana,CD Huachipato,107,73,False,0,0
MPBL,,2026-08-08,7358,7882,Ilagan Isabela Cowboys,Meycauayan,80,73,False,0,0
MPBL,,2026-08-08,7368,7372,Pasay Voyagers,Rizal Golden Coolers,61,67,False,0,0
NBA W,,2026-08-08,163,166,Chicago Sky W,Indiana Fever W,86,90,False,0,0
NBA W,,2026-08-08,165,7326,Dallas Wings W,Golden State Valkyries W,76,94,False,0,0
NBA W,,2026-08-08,169,167,Minnesota Lynx W,Las Vegas Aces W,98,87,False,0,0
NBL1 Central,212.0,2026-08-08,3500,3497,South Adelaide Panthers,Forestville Eagles,58,77,False,0,0
NBL1 Central Women,211.0,2026-08-08,3493,3492,West Adelaide Bearcats W,Sturt Sabres W,70,76,False,0,0
NBL1 East,215.0,2026-08-08,5979,3541,Illawarra Hawks 2,Sutherland Sharks,79,85,True,7,13
NBL1 East,215.0,2026-08-08,3540,3534,Norths Bears,Central Coast Crusaders,94,80,False,0,0
NBL1 East Women,216.0,2026-08-08,5928,54,Bankstown Bruins W,BA CoE W,74,63,False,0,0
NBL1 East Women,216.0,2026-08-08,3551,3549,Norths Bears W,Manly W. W,77,79,False,0,0
NBL1 North,207.0,2026-08-08,3446,3447,Gold Coast Rollers,Ipswich Force,120,116,False,0,0
NBL1 North Women,208.0,2026-08-08,3473,3465,Townsville Flames W,Mackay Meteorettes W,82,76,False,0,0
NBL1 South,209.0,2026-08-08,47,39,Eltham,Nunawading,91,89,True,8,6
NBL1 South,209.0,2026-08-08,52,44,Melbourne Tigers,Frankston,79,82,False,0,0
NBL1 West,214.0,2026-08-08,3519,3529,Beeliar Boodjar,Rockingham Flames,102,116,False,0,0
NBL1 West Women,213.0,2026-08-08,3515,3517,Rockingham Flames W,Warwick Senators W,86,90,True,12,16
VBA,276.0,2026-08-08,3995,75,Ho Chi Minh City Wings,Saigon Heat,96,77,False,0,0
African Championship U18,319.0,2026-08-07,7919,5047,Chad U18,Nigeria U18,59,50,False,0,0
African Championship U18,319.0,2026-08-07,4438,4157,Ivory Coast U18,Egypt U18,89,62,False,0,0
African Championship U18,319.0,2026-08-07,4439,5045,Madagascar U18,Morocco U18,59,48,False,0,0
African Championship U18,319.0,2026-08-07,4427,4437,Mali U18,Gabon U18,113,37,False,0,0
African Championship U18 Women,323.0,2026-08-07,6545,6543,Nigeria U18 W,Cameroon U18 W,74,75,True,7,8
African Championship U18 Women,323.0,2026-08-07,4476,6547,Senegal U18 W,Tunisia U18 W,43,44,False,0,0
BIG3,178.0,2026-08-07,7433,7435,Houston Rig Hands,Miami 305,40,51,False,0,0
BIG3,178.0,2026-08-07,7434,2924,LA Riot,Trilogy,34,51,False,0,0
CEBL,,2026-08-07,3571,3570,Vancouver Bandits,Edmonton Stingers,92,83,False,0,0
CEBL,,2026-08-07,5961,3577,Winnipeg Sea Bears,Saskatoon Mamba,99,88,False,0,0
EuroBasket U16,336.0,2026-08-07,4636,4646,France U16,Slovenia U16,93,68,False,0,0
EuroBasket U16,336.0,2026-08-07,4637,4749,Germany U16,Belgium U16,82,60,False,0,0
EuroBasket U16,336.0,2026-08-07,4639,4649,Israel U16,Georgia U16,97,75,False,0,0
EuroBasket U16,336.0,2026-08-07,4640,4641,Italy U16,Latvia U16,70,82,False,0,0
EuroBasket U16,336.0,2026-08-07,4654,4761,Poland U16,Romania U16,105,62,False,0,0
EuroBasket U16,336.0,2026-08-07,4645,4642,Serbia U16,Lithuania U16,79,95,False,0,0
EuroBasket U16,336.0,2026-08-07,4647,4638,Spain U16,Greece U16,96,86,True,13,3
EuroBasket U16,336.0,2026-08-07,4648,4752,Turkey U16,Czech Republic U16,102,74,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4634,4751,Croatia U16,Cyprus U16,107,33,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4753,4635,Denmark U16,Estonia U16,82,89,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4652,4765,Finland U16,Luxembourg U16,85,45,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4755,4747,Hungary U16,Austria U16,75,63,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4643,4756,North Macedonia U16,Iceland U16,75,87,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4759,4750,Norway U16,Bulgaria U16,65,80,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4760,4757,Portugal U16,Ireland U16,61,68,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4762,4650,Slovakia U16,Montenegro U16,88,77,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4653,4633,Sweden U16,Bosnia & Herzegovina U16,88,75,False,0,0
EuroBasket U16 B,341.0,2026-08-07,4764,4763,Ukraine U16,Switzerland U16,72,51,False,0,0
Friendly International Women,290.0,2026-08-07,4580,4015,Lithuania W,Latvia W,65,83,False,0,0
Friendly International Women,290.0,2026-08-07,3049,4178,Sweden W,Finland W,73,68,False,0,0
Governors Cup,152.0,2026-08-07,2769,2770,Magnolia Hotshots,Meralco Bolts,105,88,False,0,0
Governors Cup,152.0,2026-08-07,2777,2771,Terrafirma Dyip,NLEX Road Warriors,114,109,False,0,0
LNB,114.0,2026-08-07,4921,1388,Espanol Osorno,Valdivia,70,77,False,0,0
LNB,114.0,2026-08-07,1447,1383,Espanol de Talca,Puente Alto,73,84,False,0,0
LNB,114.0,2026-08-07,1381,6446,Las Animas,Naviera Ulloa,104,56,False,0,0
LNB,258.0,2026-08-07,2997,7424,Olimpia Kings,Deportivo Amambay,77,72,False,0,0
LNBP,63.0,2026-08-07,817,819,Abejas,Astros,83,95,False,0,0
LNBP,63.0,2026-08-07,6477,5985,Diablos Rojos,Freseros,82,86,False,0,0
LNBP,63.0,2026-08-07,823,822,Fuerza Regia,Dorados,86,92,False,0,0
LNBP,63.0,2026-08-07,7437,830,Gambusinos,Panteras,69,88,False,0,0
LNBP,63.0,2026-08-07,6479,833,Lobos Plateados,Soles,73,80,False,0,0
LNBP,63.0,2026-08-07,829,821,Mineros,Correcaminos,98,76,False,0,0
LNBP,63.0,2026-08-07,6063,6478,Santos,El Calor de Cancun,82,75,False,0,0
NBA W,,2026-08-07,164,171,Connecticut Sun W,Phoenix Mercury W,75,72,False,0,0
NBA W,,2026-08-07,169,168,Minnesota Lynx W,Los Angeles Sparks W,82,89,False,0,0
NBA W,,2026-08-07,7100,7870,Portland Fire W,Toronto Tempo W,97,83,False,0,0
NBA W,,2026-08-07,175,162,Washington Mystics W,Atlanta Dream W,79,74,False,0,0
NBL1 North,207.0,2026-08-07,3446,3447,Gold Coast Rollers,Ipswich Force,118,85,False,0,0
NBL1 North Women,208.0,2026-08-07,3473,3465,Townsville Flames W,Mackay Meteorettes W,78,107,False,0,0
NBL1 West,214.0,2026-08-07,3521,3532,Geraldton Buccaneers,Willetton Tigers,78,74,False,0,0
NBL1 West Women,213.0,2026-08-07,3507,3508,East Perth Eagles W,Goldfields Giants W,84,77,False,0,0
VBA,276.0,2026-08-07,3994,3993,Hanoi Buffaloes,Da Nang Dragons,117,89,False,0,0
African Championship U18,319.0,2026-08-06,6540,4434,Cameroon U18,Tunisia U18,53,41,False,0,0
African Championship U18,319.0,2026-08-06,4433,4428,Rwanda U18,Senegal U18,38,78,False,0,0
African Championship U18 Women,323.0,2026-08-06,7922,7921,Ivory Coast U18 W,Central African Republic U18 W,102,13,False,0,0
African Championship U18 Women,323.0,2026-08-06,6544,4474,Morocco U18 W,Egypt U18 W,36,89,False,0,0
African Championship U18 Women,323.0,2026-08-06,4482,7923,Uganda U18 W,Kenya U18 W,84,57,False,0,0
CEBL,,2026-08-06,5960,3576,Brampton Honey Badgers,Ottawa Blackjacks,95,91,False,0,0
CEBL,,2026-08-06,3578,1445,Scarborough Shooting Stars,Niagara River Lions,84,86,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4747,4754,Austria U16,Great Britain U16,57,80,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4633,4759,Bosnia & Herzegovina U16,Norway U16,83,66,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4750,4652,Bulgaria U16,Finland U16,75,67,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4751,4643,Cyprus U16,North Macedonia U16,63,82,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4635,4755,Estonia U16,Hungary U16,74,65,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4756,4764,Iceland U16,Ukraine U16,88,77,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4757,4651,Ireland U16,Netherlands U16,55,62,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4765,4653,Luxembourg U16,Sweden U16,75,88,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4650,4760,Montenegro U16,Portugal U16,95,66,False,0,0
EuroBasket U16 B,341.0,2026-08-06,4763,4634,Switzerland U16,Croatia U16,47,101,False,0,0
LNB,114.0,2026-08-06,1378,6446,CD Puerto Varas,Naviera Ulloa,102,67,False,0,0
LNB,114.0,2026-08-06,5114,1382,Colo Colo,Leones Quilpue,60,61,False,0,0
LNB,258.0,2026-08-06,3900,4935,Dep. San Jose,Deportivo Campoalto,107,79,False,0,0
LNB,258.0,2026-08-06,4936,3899,Felix Perez Cardozo,Colonias Gold,55,77,False,0,0
LNB,114.0,2026-08-06,1381,1377,Las Animas,Ancud,76,87,False,0,0
LNB,258.0,2026-08-06,3901,0,San Alfonzo,Capiata Bulls,60,53,False,0,0
LNBP,63.0,2026-08-06,817,819,Abejas,Astros,90,103,False,0,0
LNBP,63.0,2026-08-06,6477,5985,Diablos Rojos,Freseros,99,73,False,0,0
LNBP,63.0,2026-08-06,823,822,Fuerza Regia,Dorados,67,96,False,0,0
LNBP,63.0,2026-08-06,7437,830,Gambusinos,Panteras,84,74,False,0,0
LNBP,63.0,2026-08-06,6479,833,Lobos Plateados,Soles,64,86,False,0,0
LNBP,63.0,2026-08-06,829,821,Mineros,Correcaminos,95,76,False,0,0
LNBP,63.0,2026-08-06,6063,6478,Santos,El Calor de Cancun,84,89,False,0,0
MPBL,,2026-08-06,7347,7350,Abra Weavers,Bataan Risers,74,71,False,0,0
MPBL,,2026-08-06,7887,7367,Basilan Steel,Paranaque Patriots,75,74,False,0,0
MPBL,,2026-08-06,7369,7354,Pasig City,Bulacan Kuyas,105,110,True,12,17
NBA W,,2026-08-06,163,168,Chicago Sky W,Los Angeles Sparks W,95,88,False,0,0
NBA W,,2026-08-06,166,167,Indiana Fever W,Las Vegas Aces W,84,86,True,9,11
NBL1 West,214.0,2026-08-06,3529,3527,Rockingham Flames,Perry Lakes Hawks,88,75,False,0,0
NBL1 West Women,213.0,2026-08-06,3517,3509,Warwick Senators W,Joondalup Wolves W,91,70,False,0,0
VBA,276.0,2026-08-06,3995,75,Ho Chi Minh City Wings,Saigon Heat,80,83,False,0,0
BSN,,2026-08-05,955,950,Leones De Ponce,Aguada Santeros,89,95,False,0,0
NBA W,,2026-08-05,7326,7870,Golden State Valkyries W,Toronto Tempo W,92,82,False,0,0
BSN,,2026-08-04,6334,958,Criollos de Caguas,Vaqueros de Bayamon,88,96,False,0,0
LNB,114.0,2026-08-04,1382,1387,Leones Quilpue,U. De Concepcion,86,74,False,0,0
NBA W,,2026-08-04,163,171,Chicago Sky W,Phoenix Mercury W,101,106,False,0,0
BSN,,2026-08-03,950,955,Aguada Santeros,Leones De Ponce,105,106,False,0,0
LNB,114.0,2026-08-03,1377,1388,Ancud,Valdivia,64,86,False,0,0
LNB,114.0,2026-08-03,1384,1378,Puerto Montt,CD Puerto Varas,80,59,False,0,0
NBA W,,2026-08-03,7326,7870,Golden State Valkyries W,Toronto Tempo W,96,79,False,0,0
BSN,,2026-08-02,6334,958,Criollos de Caguas,Vaqueros de Bayamon,122,79,False,0,0
LNB,114.0,2026-08-02,1377,4921,Ancud,Espanol Osorno,91,92,False,0,0
LNB,114.0,2026-08-02,6446,1388,Naviera Ulloa,Valdivia,79,92,False,0,0
LNB,114.0,2026-08-02,1383,1382,Puente Alto,Leones Quilpue,75,88,False,0,0
LNBP,63.0,2026-08-02,819,6479,Astros,Lobos Plateados,71,79,False,0,0
LNBP,63.0,2026-08-02,821,6063,Correcaminos,Santos,93,58,False,0,0
LNBP,63.0,2026-08-02,822,6477,Dorados,Diablos Rojos,67,87,False,0,0
BIG3,178.0,2026-08-01,7432,2922,Detroit Amps,Power,32,50,False,0,0
BIG3,178.0,2026-08-01,7435,2917,Miami 305,Ball Hogs,47,50,False,0,0
BSN,,2026-08-01,955,950,Leones De Ponce,Aguada Santeros,89,96,False,0,0
CEBL,,2026-08-01,3572,1445,Calgary Surge,Niagara River Lions,81,76,False,0,0
CEBL,,2026-08-01,3570,3577,Edmonton Stingers,Saskatoon Mamba,97,107,False,0,0
CEBL,,2026-08-01,5961,3576,Winnipeg Sea Bears,Ottawa Blackjacks,100,92,False,0,0
LBF W,27.0,2026-08-01,353,348,Campinas W,Sampaio W,82,53,False,0,0
LNB,114.0,2026-08-01,1379,1447,Catolica,Espanol de Talca,99,80,False,0,0
LNB,114.0,2026-08-01,1381,1384,Las Animas,Puerto Montt,78,83,False,0,0
LNBP,63.0,2026-08-01,821,6063,Correcaminos,Santos,78,91,False,0,0
LNBP,63.0,2026-08-01,6478,817,El Calor de Cancun,Abejas,85,95,False,0,0
LNBP,63.0,2026-08-01,5985,829,Freseros,Mineros,92,89,False,0,0
