League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
La Liga,2024-09-26,Las Palmas,Betis,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,8.0,14.0,2024-09
La Liga,2024-09-26,Celta,Ath Madrid,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,9.0,7.0,2024-09
La Liga,2024-09-25,Girona,Vallecano,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,11.0,2.0,2024-09
La Liga,2024-09-25,Barcelona,Getafe,1.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,16.0,7.0,2024-09
League 1,2024-09-24,Leyton Orient,Peterboro,2.0,2.0,7.0,3.0,2.0,1.0,0.0,0.0,13.0,7.0,2024-09
National League,2024-09-24,Eastleigh,Woking,2.0,2.0,,,2.0,1.0,0.0,0.0,,,2024-09
National League,2024-09-24,Fylde,Tamworth,1.0,2.0,,,4.0,4.0,0.0,0.0,,,2024-09
National League,2024-09-24,Wealdstone,Southend,1.0,1.0,,,1.0,3.0,0.0,0.0,,,2024-09
National League,2024-09-24,Sutton,Yeovil,0.0,0.0,,,3.0,4.0,0.0,0.0,,,2024-09
National League,2024-09-24,Gateshead,Boston Utd,2.0,0.0,,,4.0,2.0,0.0,0.0,,,2024-09
National League,2024-09-24,Hartlepool,Rochdale,0.0,3.0,,,1.0,1.0,0.0,0.0,,,2024-09
National League,2024-09-24,Maidenhead,Ebbsfleet,2.0,1.0,,,3.0,3.0,0.0,0.0,,,2024-09
National League,2024-09-24,Aldershot,Barnet,0.0,1.0,,,4.0,4.0,1.0,0.0,,,2024-09
National League,2024-09-24,Solihull,York,0.0,3.0,,,1.0,1.0,0.0,0.0,,,2024-09
National League,2024-09-24,Oldham,Forest Green,1.0,0.0,,,2.0,2.0,0.0,0.0,,,2024-09
National League,2024-09-24,Altrincham,Dag and Red,2.0,1.0,,,0.0,3.0,0.0,0.0,,,2024-09
National League,2024-09-24,Braintree Town,Halifax,1.0,0.0,,,4.0,2.0,0.0,0.0,,,2024-09
Ligue 2,2024-09-24,Caen,Amiens,2.0,1.0,10.0,2.0,3.0,2.0,0.0,0.0,15.0,7.0,2024-09
League 1,2024-09-24,Huddersfield,Blackpool,0.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,8.0,11.0,2024-09
Ligue 2,2024-09-24,Dunkerque,Bastia,2.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,12.0,11.0,2024-09
Serie A,2024-09-24,Atalanta,Como,2.0,3.0,6.0,2.0,1.0,3.0,0.0,0.0,8.0,14.0,2024-09
League 1,2024-09-24,Wigan,Stevenage,0.0,0.0,8.0,1.0,3.0,4.0,0.0,0.0,7.0,7.0,2024-09
Ligue 2,2024-09-24,Paris FC,Guingamp,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,10.0,9.0,2024-09
Ligue 2,2024-09-24,Pau FC,Lorient,1.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,19.0,6.0,2024-09
Ligue 2,2024-09-24,Rodez,Laval,1.0,3.0,3.0,9.0,2.0,1.0,0.0,0.0,14.0,10.0,2024-09
Ligue 2,2024-09-24,Metz,Martigues,6.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,18.0,12.0,2024-09
Ligue 2,2024-09-24,Annecy,Troyes,1.0,0.0,3.0,7.0,3.0,1.0,0.0,0.0,9.0,18.0,2024-09
Ligue 2,2024-09-24,Ajaccio,Grenoble,2.0,0.0,6.0,3.0,4.0,1.0,0.0,0.0,12.0,7.0,2024-09
La Liga,2024-09-24,Real Madrid,Alaves,3.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,10.0,12.0,2024-09
La Liga,2024-09-24,Valencia,Osasuna,0.0,0.0,10.0,5.0,2.0,3.0,0.0,0.0,10.0,9.0,2024-09
La Liga,2024-09-24,Sevilla,Valladolid,2.0,1.0,6.0,4.0,5.0,4.0,1.0,0.0,22.0,8.0,2024-09
Ligue 2,2024-09-24,Clermont,Red Star,1.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0,11.0,6.0,2024-09
Turkey Super Lig,2024-09-23,Gaziantep,Trabzonspor,0.0,0.0,9.0,2.0,5.0,4.0,0.0,0.0,12.0,10.0,2024-09
La Liga 2,2024-09-23,Huesca,Cordoba,4.0,1.0,3.0,7.0,2.0,2.0,0.0,1.0,9.0,16.0,2024-09
La Liga,2024-09-23,Betis,Mallorca,1.0,2.0,6.0,3.0,3.0,2.0,0.0,0.0,14.0,6.0,2024-09
Primeira Liga,2024-09-23,Boavista,Benfica,0.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,7.0,16.0,2024-09
League 2,2024-09-23,Fleetwood Town,Morecambe,2.0,2.0,5.0,1.0,6.0,4.0,0.0,0.0,25.0,9.0,2024-09
Turkey Super Lig,2024-09-23,Goztep,Kayserispor,3.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,18.0,8.0,2024-09
Premier League,2024-09-22,Brighton,Nott'm Forest,2.0,2.0,9.0,1.0,3.0,4.0,0.0,1.0,14.0,4.0,2024-09
Turkey Super Lig,2024-09-22,Ad. Demirspor,Alanyaspor,0.0,2.0,6.0,6.0,1.0,3.0,0.0,0.0,8.0,12.0,2024-09
Turkey Super Lig,2024-09-22,Rizespor,Samsunspor,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,13.0,9.0,2024-09
Super League Greece,2024-09-22,Athens Kallithea,AEK,0.0,0.0,2.0,13.0,3.0,5.0,0.0,0.0,10.0,13.0,2024-09
Bundesliga 2,2024-09-22,Magdeburg,Karlsruhe,2.0,2.0,2.0,5.0,3.0,3.0,0.0,0.0,13.0,7.0,2024-09
La Liga,2024-09-22,Villarreal,Barcelona,1.0,5.0,7.0,3.0,6.0,1.0,0.0,0.0,13.0,17.0,2024-09
Jupiler Pro League,2024-09-22,Genk,Dender,4.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,28.0,5.0,2024-09
Jupiler Pro League,2024-09-22,Oud-Heverlee Leuven,Kortrijk,1.0,1.0,10.0,3.0,3.0,4.0,0.0,0.0,16.0,9.0,2024-09
Bundesliga,2024-09-22,Stuttgart,Dortmund,5.0,1.0,6.0,4.0,1.0,3.0,0.0,0.0,16.0,6.0,2024-09
La Liga,2024-09-22,Vallecano,Ath Madrid,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,10.0,2024-09
Bundesliga,2024-09-22,St Pauli,RB Leipzig,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,15.0,10.0,2024-09
Bundesliga,2024-09-22,Leverkusen,Wolfsburg,4.0,3.0,6.0,2.0,4.0,5.0,0.0,1.0,20.0,8.0,2024-09
Serie B,2024-09-22,Spezia,Carrarese,4.0,2.0,9.0,5.0,3.0,4.0,0.0,0.0,19.0,12.0,2024-09
Jupiler Pro League,2024-09-22,Club Brugge,Gent,2.0,4.0,11.0,2.0,3.0,5.0,0.0,0.0,27.0,7.0,2024-09
Jupiler Pro League,2024-09-22,Mechelen,Cercle Brugge,2.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,9.0,7.0,2024-09
Eredivisie,2024-09-22,Heerenveen,Groningen,2.0,1.0,9.0,3.0,1.0,3.0,0.0,2.0,20.0,2.0,2024-09
Serie A,2024-09-22,Fiorentina,Lazio,2.0,1.0,3.0,10.0,3.0,4.0,0.0,0.0,14.0,20.0,2024-09
Serie A,2024-09-22,Monza,Bologna,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,6.0,15.0,2024-09
La Liga 2,2024-09-22,Almeria,Eibar,2.0,2.0,9.0,3.0,4.0,4.0,0.0,1.0,13.0,8.0,2024-09
Eredivisie,2024-09-22,Almere City,Twente,0.0,5.0,7.0,5.0,1.0,1.0,0.0,0.0,16.0,16.0,2024-09
Eredivisie,2024-09-22,For Sittard,PSV Eindhoven,1.0,3.0,5.0,6.0,3.0,1.0,0.0,0.0,8.0,14.0,2024-09
Eredivisie,2024-09-22,Feyenoord,NAC Breda,2.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,25.0,5.0,2024-09
Championship,2024-09-22,Preston,Blackburn,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,7.0,6.0,2024-09
Bundesliga 2,2024-09-22,Elversberg,Ulm,1.0,3.0,9.0,8.0,3.0,2.0,0.0,0.0,19.0,18.0,2024-09
Premier League,2024-09-22,Man City,Arsenal,2.0,2.0,8.0,2.0,3.0,4.0,0.0,1.0,33.0,5.0,2024-09
Serie B,2024-09-22,Mantova,Cittadella,1.0,0.0,6.0,4.0,2.0,3.0,0.0,0.0,17.0,11.0,2024-09
Serie A,2024-09-22,Inter,Milan,1.0,2.0,6.0,2.0,4.0,1.0,0.0,0.0,13.0,16.0,2024-09
Serie B,2024-09-22,Frosinone,Bari,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,26.0,13.0,2024-09
Super League Greece,2024-09-22,Levadeiakos,OFI Crete,1.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0,13.0,3.0,2024-09
Serie A,2024-09-22,Roma,Udinese,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,14.0,9.0,2024-09
La Liga 2,2024-09-22,Tenerife,Sp Gijon,1.0,1.0,5.0,7.0,2.0,2.0,0.0,0.0,14.0,7.0,2024-09
La Liga 2,2024-09-22,Cartagena,Cadiz,1.0,2.0,10.0,9.0,4.0,4.0,0.0,0.0,12.0,13.0,2024-09
La Liga 2,2024-09-22,Castellon,Santander,0.0,1.0,7.0,3.0,1.0,2.0,0.0,0.0,18.0,10.0,2024-09
La Liga 2,2024-09-22,Elche,Mirandes,1.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,19.0,5.0,2024-09
Primeira Liga,2024-09-22,Sp Lisbon,AVS,3.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,22.0,3.0,2024-09
Primeira Liga,2024-09-22,Farense,Arouca,0.0,1.0,10.0,6.0,1.0,4.0,0.0,0.0,16.0,11.0,2024-09
Primeira Liga,2024-09-22,Gil Vicente,Casa Pia,1.0,1.0,9.0,2.0,2.0,5.0,0.0,0.0,15.0,8.0,2024-09
Turkey Super Lig,2024-09-22,Kasimpasa,Antalyaspor,0.0,0.0,3.0,1.0,1.0,6.0,1.0,0.0,13.0,4.0,2024-09
Bundesliga 2,2024-09-22,Regensburg,Preußen Münster,0.0,3.0,7.0,4.0,3.0,1.0,0.0,0.0,20.0,11.0,2024-09
Ligue 1,2024-09-22,Monaco,Le Havre,3.0,1.0,6.0,4.0,1.0,3.0,0.0,0.0,14.0,9.0,2024-09
Super League Greece,2024-09-22,Atromitos,Lamia,4.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,11.0,3.0,2024-09
La Liga,2024-09-22,Ath Bilbao,Celta,3.0,1.0,3.0,6.0,3.0,2.0,0.0,0.0,10.0,11.0,2024-09
La Liga,2024-09-22,Getafe,Leganes,1.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0,12.0,6.0,2024-09
Turkey Super Lig,2024-09-22,Besiktas,Eyupspor,2.0,1.0,8.0,4.0,1.0,4.0,0.0,0.0,16.0,10.0,2024-09
Ligue 1,2024-09-22,Lyon,Marseille,2.0,3.0,10.0,3.0,4.0,3.0,0.0,1.0,18.0,6.0,2024-09
Ligue 1,2024-09-22,Montpellier,Auxerre,3.0,2.0,11.0,5.0,3.0,4.0,0.0,0.0,14.0,11.0,2024-09
Ligue 1,2024-09-22,Brest,Toulouse,2.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,9.0,10.0,2024-09
Ligue 1,2024-09-22,Angers,Nantes,1.0,1.0,3.0,6.0,1.0,4.0,0.0,0.0,4.0,9.0,2024-09
Super League Greece,2024-09-22,Panathinaikos,Panserraikos,3.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,23.0,15.0,2024-09
Serie B,2024-09-21,Pisa,Brescia,2.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,13.0,14.0,2024-09
Super League Greece,2024-09-21,Panetolikos,Asteras Tripolis,1.0,1.0,1.0,3.0,4.0,5.0,0.0,1.0,10.0,10.0,2024-09
Super League Greece,2024-09-21,Aris,Olympiakos,2.0,1.0,3.0,5.0,2.0,4.0,0.0,0.0,6.0,9.0,2024-09
Premiership Escocia,2024-09-21,Ross County,St Johnstone,3.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,14.0,8.0,2024-09
Premiership Escocia,2024-09-21,St Mirren,Hearts,2.0,1.0,5.0,4.0,3.0,3.0,0.0,0.0,11.0,9.0,2024-09
Serie B,2024-09-21,Palermo,Cesena,0.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,15.0,11.0,2024-09
Ligue 1,2024-09-21,Rennes,Lens,1.0,1.0,4.0,3.0,2.0,4.0,0.0,0.0,11.0,10.0,2024-09
Serie B,2024-09-21,Reggiana,Salernitana,0.0,0.0,5.0,5.0,1.0,4.0,0.0,0.0,10.0,15.0,2024-09
Serie B,2024-09-21,Sampdoria,Sudtirol,1.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,12.0,8.0,2024-09
Serie B,2024-09-21,Modena,Juve Stabia,3.0,0.0,7.0,4.0,3.0,2.0,0.0,0.0,9.0,7.0,2024-09
Ligue 1,2024-09-21,Reims,Paris SG,1.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,8.0,11.0,2024-09
League 2 Escocia,2024-09-21,Clyde,Elgin,0.0,0.0,8.0,1.0,2.0,2.0,0.0,1.0,10.0,3.0,2024-09
Bundesliga 2,2024-09-21,Fortuna Dusseldorf,FC Koln,2.0,2.0,4.0,8.0,2.0,2.0,0.0,0.0,9.0,24.0,2024-09
League 2 Escocia,2024-09-21,Stirling,Bonnyrigg Rose,0.0,2.0,7.0,7.0,4.0,6.0,0.0,0.0,9.0,14.0,2024-09
League 2,2024-09-21,Crewe,Harrogate,3.0,0.0,5.0,7.0,3.0,3.0,0.0,0.0,19.0,8.0,2024-09
League 2,2024-09-21,Colchester,Tranmere,3.0,0.0,2.0,5.0,2.0,4.0,0.0,0.0,11.0,14.0,2024-09
League 2,2024-09-21,Bradford,AFC Wimbledon,0.0,0.0,7.0,3.0,3.0,2.0,0.0,0.0,11.0,7.0,2024-09
League 2,2024-09-21,Barrow,Newport County,2.0,0.0,10.0,2.0,1.0,4.0,0.0,0.0,21.0,8.0,2024-09
League 2,2024-09-21,Chesterfield,Cheltenham,1.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,13.0,7.0,2024-09
League 2,2024-09-21,Accrington,Port Vale,2.0,2.0,3.0,8.0,3.0,0.0,0.0,0.0,13.0,14.0,2024-09
Bundesliga 2,2024-09-21,Kaiserslautern,Hamburg,2.0,2.0,3.0,10.0,2.0,3.0,0.0,0.0,10.0,17.0,2024-09
Jupiler Pro League,2024-09-21,Anderlecht,Charleroi,0.0,0.0,6.0,3.0,4.0,3.0,0.0,0.0,10.0,9.0,2024-09
Ligue 2,2024-09-21,Metz,Lorient,1.0,1.0,1.0,10.0,2.0,2.0,0.0,0.0,7.0,16.0,2024-09
League 2 Escocia,2024-09-21,East Fife,Peterhead,2.0,0.0,9.0,6.0,2.0,3.0,0.0,0.0,5.0,8.0,2024-09
League 2 Escocia,2024-09-21,Forfar,Stranraer,2.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,13.0,7.0,2024-09
Championship Escocia,2024-09-21,Raith Rvs,Hamilton,3.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,11.0,5.0,2024-09
Ligue 1,2024-09-21,Lille,Strasbourg,3.0,3.0,9.0,5.0,2.0,2.0,0.0,0.0,15.0,12.0,2024-09
La Liga,2024-09-21,Valladolid,Sociedad,0.0,0.0,5.0,7.0,4.0,4.0,0.0,0.0,15.0,14.0,2024-09
Championship Escocia,2024-09-21,Queens Park,Ayr,1.0,1.0,4.0,10.0,2.0,2.0,0.0,0.0,7.0,13.0,2024-09
League 1,2024-09-21,Charlton,Blackpool,1.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,14.0,9.0,2024-09
League 1,2024-09-21,Burton,Barnsley,1.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,8.0,13.0,2024-09
League 1,2024-09-21,Rotherham,Birmingham,0.0,2.0,9.0,8.0,3.0,2.0,0.0,0.0,7.0,16.0,2024-09
La Liga,2024-09-21,Osasuna,Las Palmas,2.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,13.0,11.0,2024-09
La Liga,2024-09-21,Valencia,Girona,2.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,7.0,8.0,2024-09
League 2,2024-09-21,Salford,Walsall,0.0,2.0,6.0,5.0,1.0,4.0,0.0,0.0,18.0,17.0,2024-09
League 2,2024-09-21,Notts County,Gillingham,0.0,1.0,6.0,4.0,3.0,4.0,0.0,0.0,12.0,9.0,2024-09
League 2,2024-09-21,Milton Keynes Dons,Doncaster,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,11.0,13.0,2024-09
League 2,2024-09-21,Grimsby,Bromley,1.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,10.0,16.0,2024-09
League 1,2024-09-21,Stockport,Leyton Orient,1.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,18.0,9.0,2024-09
League 1,2024-09-21,Exeter,Stevenage,2.0,0.0,8.0,4.0,1.0,2.0,0.0,0.0,14.0,10.0,2024-09
League 1,2024-09-21,Wrexham,Crawley Town,2.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,15.0,18.0,2024-09
League 1,2024-09-21,Bolton,Reading,5.0,2.0,6.0,7.0,4.0,2.0,0.0,0.0,18.0,18.0,2024-09
League 1,2024-09-21,Huddersfield,Northampton,1.0,3.0,7.0,1.0,2.0,4.0,0.0,1.0,16.0,7.0,2024-09
Championship Escocia,2024-09-21,Partick,Dunfermline,1.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,8.0,5.0,2024-09
League 1,2024-09-21,Mansfield,Shrewsbury,2.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,14.0,12.0,2024-09
League 1,2024-09-21,Peterboro,Bristol Rvs,3.0,2.0,2.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,2024-09
League 1,2024-09-21,Lincoln,Wigan,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,6.0,2024-09
League 1,2024-09-21,Wycombe,Cambridge,2.0,1.0,9.0,2.0,1.0,2.0,0.0,0.0,18.0,4.0,2024-09
Bundesliga 2,2024-09-21,Braunschweig,Greuther Furth,2.0,0.0,8.0,1.0,3.0,6.0,0.0,0.0,20.0,9.0,2024-09
Bundesliga 2,2024-09-21,Nurnberg,Hertha,0.0,2.0,7.0,4.0,2.0,3.0,0.0,0.0,7.0,19.0,2024-09
Super League Greece,2024-09-21,Volos NFC,PAOK,1.0,4.0,4.0,5.0,4.0,1.0,1.0,0.0,4.0,11.0,2024-09
La Liga 2,2024-09-21,Zaragoza,Levante,2.0,1.0,4.0,8.0,1.0,2.0,0.0,0.0,19.0,13.0,2024-09
La Liga 2,2024-09-21,La Coruna,Burgos,0.0,2.0,10.0,5.0,1.0,1.0,0.0,0.0,16.0,7.0,2024-09
La Liga 2,2024-09-21,Eldense,Oviedo,1.0,1.0,7.0,5.0,2.0,3.0,1.0,0.0,16.0,10.0,2024-09
La Liga 2,2024-09-21,Ferrol,Albacete,1.0,4.0,6.0,3.0,1.0,2.0,0.0,0.0,16.0,22.0,2024-09
Championship Escocia,2024-09-21,Morton,Airdrie Utd,2.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,16.0,3.0,2024-09
Serie A,2024-09-21,Lecce,Parma,2.0,2.0,2.0,12.0,4.0,0.0,1.0,1.0,14.0,24.0,2024-09
Jupiler Pro League,2024-09-21,Beerschot VA,St Truiden,0.0,3.0,4.0,7.0,0.0,1.0,0.0,0.0,14.0,20.0,2024-09
National League,2024-09-21,Wealdstone,Barnet,0.0,3.0,,,5.0,2.0,0.0,0.0,,,2024-09
Primeira Liga,2024-09-21,Guimaraes,Porto,0.0,3.0,5.0,6.0,4.0,4.0,0.0,0.0,6.0,12.0,2024-09
National League,2024-09-21,Oldham,Yeovil,1.0,0.0,,,3.0,2.0,0.0,0.0,,,2024-09
Championship,2024-09-21,West Brom,Plymouth,1.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,17.0,17.0,2024-09
National League,2024-09-21,Altrincham,Boston Utd,2.0,2.0,,,2.0,1.0,0.0,1.0,,,2024-09
National League,2024-09-21,Braintree Town,Tamworth,0.0,1.0,,,2.0,4.0,0.0,0.0,,,2024-09
National League,2024-09-21,Eastleigh,Rochdale,4.0,2.0,,,2.0,4.0,0.0,0.0,,,2024-09
National League,2024-09-21,Fylde,Woking,1.0,1.0,,,2.0,1.0,0.0,0.0,,,2024-09
National League,2024-09-21,Gateshead,Forest Green,0.0,2.0,,,1.0,4.0,0.0,0.0,,,2024-09
League 1 Escocia,2024-09-21,Alloa,Kelty Hearts,1.0,0.0,7.0,7.0,2.0,5.0,0.0,0.0,8.0,8.0,2024-09
League 2,2024-09-21,Swindon,Carlisle,0.0,2.0,9.0,5.0,0.0,3.0,0.0,0.0,17.0,8.0,2024-09
League 1 Escocia,2024-09-21,Arbroath,Annan Athletic,2.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,8.0,3.0,2024-09
League 1 Escocia,2024-09-21,Dumbarton,Montrose,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2024-09
National League,2024-09-21,Aldershot,York,0.0,0.0,,,2.0,1.0,0.0,0.0,,,2024-09
League 1 Escocia,2024-09-21,Stenhousemuir,Queen of Sth,0.0,0.0,3.0,6.0,6.0,3.0,0.0,0.0,4.0,14.0,2024-09
League 1 Escocia,2024-09-21,Inverness C,Cove Rangers,1.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,6.0,5.0,2024-09
National League,2024-09-21,Hartlepool,Dag and Red,0.0,1.0,,,1.0,7.0,1.0,0.0,,,2024-09
Championship,2024-09-21,Bristol City,Oxford,2.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,19.0,7.0,2024-09
Championship,2024-09-21,Sunderland,Middlesbrough,1.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,9.0,11.0,2024-09
Championship,2024-09-21,QPR,Millwall,1.0,1.0,5.0,10.0,2.0,1.0,0.0,0.0,7.0,16.0,2024-09
Championship,2024-09-21,Norwich,Watford,4.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,19.0,11.0,2024-09
Eredivisie,2024-09-21,Utrecht,Willem II,3.0,2.0,7.0,7.0,2.0,3.0,0.0,0.0,15.0,8.0,2024-09
Bundesliga,2024-09-21,Ein Frankfurt,M'gladbach,2.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,14.0,22.0,2024-09
Eredivisie,2024-09-21,Go Ahead Eagles,Ajax,1.0,1.0,7.0,2.0,2.0,2.0,0.0,0.0,9.0,8.0,2024-09
Eredivisie,2024-09-21,Waalwijk,Sparta Rotterdam,1.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,27.0,14.0,2024-09
Eredivisie,2024-09-21,Nijmegen,Heracles,1.0,2.0,7.0,3.0,3.0,4.0,0.0,0.0,21.0,11.0,2024-09
Jupiler Pro League,2024-09-21,Westerlo,Antwerp,1.0,2.0,10.0,8.0,4.0,1.0,0.0,0.0,18.0,11.0,2024-09
Championship,2024-09-21,Burnley,Portsmouth,2.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,18.0,5.0,2024-09
Primeira Liga,2024-09-21,Rio Ave,Estoril,2.0,2.0,7.0,4.0,2.0,2.0,0.0,0.0,15.0,8.0,2024-09
Championship,2024-09-21,Luton,Sheffield Weds,2.0,1.0,8.0,5.0,1.0,1.0,0.0,1.0,15.0,12.0,2024-09
Premier League,2024-09-21,Liverpool,Bournemouth,3.0,0.0,3.0,9.0,1.0,4.0,0.0,0.0,19.0,19.0,2024-09
La Liga,2024-09-21,Real Madrid,Espanol,4.0,1.0,9.0,4.0,4.0,3.0,0.0,0.0,31.0,10.0,2024-09
Serie B,2024-09-21,Cosenza,Sassuolo,0.0,1.0,6.0,2.0,3.0,4.0,0.0,0.0,22.0,11.0,2024-09
Bundesliga,2024-09-21,Werder Bremen,Bayern Munich,0.0,5.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,25.0,2024-09
Championship,2024-09-21,Coventry,Swansea,1.0,2.0,6.0,3.0,2.0,3.0,0.0,0.0,20.0,11.0,2024-09
National League,2024-09-21,Maidenhead,Halifax,0.0,1.0,,,2.0,1.0,0.0,0.0,,,2024-09
Championship,2024-09-21,Sheffield United,Derby,1.0,0.0,11.0,2.0,3.0,2.0,0.0,0.0,18.0,3.0,2024-09
National League,2024-09-21,Solihull,Southend,2.0,4.0,,,1.0,3.0,0.0,0.0,,,2024-09
National League,2024-09-21,Sutton,Ebbsfleet,3.0,2.0,,,4.0,2.0,0.0,0.0,,,2024-09
Turkey Super Lig,2024-09-21,Konyaspor,Sivasspor,0.0,0.0,7.0,4.0,5.0,4.0,0.0,0.0,14.0,9.0,2024-09
Premier League,2024-09-21,Crystal Palace,Man United,0.0,0.0,4.0,11.0,3.0,1.0,0.0,0.0,9.0,15.0,2024-09
Premier League,2024-09-21,Tottenham,Brentford,3.0,1.0,9.0,4.0,3.0,1.0,0.0,0.0,23.0,6.0,2024-09
Premier League,2024-09-21,Southampton,Ipswich,1.0,1.0,2.0,10.0,4.0,4.0,0.0,0.0,11.0,13.0,2024-09
Primeira Liga,2024-09-21,Santa Clara,Estrela,1.0,0.0,3.0,8.0,2.0,3.0,0.0,0.0,8.0,11.0,2024-09
Premier League,2024-09-21,Leicester,Everton,1.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,12.0,16.0,2024-09
Bundesliga,2024-09-21,Bochum,Holstein Kiel,2.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,14.0,13.0,2024-09
Serie A,2024-09-21,Venezia,Genoa,2.0,0.0,3.0,4.0,2.0,3.0,0.0,0.0,12.0,9.0,2024-09
Championship,2024-09-21,Cardiff,Leeds,0.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,15.0,2024-09
Bundesliga,2024-09-21,Union Berlin,Hoffenheim,2.0,1.0,5.0,5.0,3.0,3.0,0.0,0.0,12.0,6.0,2024-09
Bundesliga,2024-09-21,Heidenheim,Freiburg,0.0,3.0,3.0,9.0,1.0,1.0,0.0,0.0,7.0,14.0,2024-09
Serie A,2024-09-21,Juventus,Napoli,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,9.0,8.0,2024-09
Premier League,2024-09-21,West Ham,Chelsea,0.0,3.0,6.0,5.0,5.0,2.0,0.0,0.0,15.0,12.0,2024-09
Premier League,2024-09-21,Aston Villa,Wolves,3.0,1.0,6.0,5.0,3.0,6.0,0.0,0.0,9.0,10.0,2024-09
Premier League,2024-09-21,Fulham,Newcastle,3.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,22.0,15.0,2024-09
Primeira Liga,2024-09-21,Moreirense,Famalicao,0.0,0.0,4.0,3.0,5.0,3.0,0.0,0.0,8.0,6.0,2024-09
Turkey Super Lig,2024-09-21,Fenerbahce,Galatasaray,1.0,3.0,10.0,2.0,3.0,6.0,0.0,0.0,27.0,14.0,2024-09
Primeira Liga,2024-09-20,Nacional,Sp Braga,0.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,12.0,15.0,2024-09
Bundesliga 2,2024-09-20,Paderborn,Hannover,2.0,1.0,5.0,11.0,2.0,2.0,0.0,0.0,14.0,17.0,2024-09
